	WHB11423	WHB11426	WHB11407	WHB11726	WHB11421	WHB11706	WHB11735	WHB11425	MBT520	WHB11730	WHB11382	WHB11465	WHB11749	WHB11408	WHB11689	WHB11690	WHB11684	WHB11688	WHB11683	WHB11691	WHB11694	WHB11676	WHB11675	WHB11747	WHB11463	WHB11462	WHB11673	WHB11674	WHB11692	WHB11695	WHB11697	WHB11409	WHB11696	WHB11693	WHB11682	WHB11680	WHB11681	WHB11677	WHB11679	WHB11678	WHB11721	WHB11790	MBT462	WHB11387	WHB11385	WHB11389	WHB11390	WHB11386	WHB11388	WHB11428	WHB11758	WHB11461	WHB11460	WHB11457	WHB11456	WHB11458	WHB11459	WHB11410	WHB11411	WHB11380	WHB11381	WHB11788	WHB11384	WHB11379	WHB11383	WHB11427	WHB11424	WHB11422	WHB11722	WHB11725	WHB11724	WHB11723	WHB11698	WHB11439	WHB11751	WHB11729	WHB11727	WHB11737	WHB11738	WHB11736	WHB11728	WHB11705	WHB11704	WHB11709	WHB11707	WHB11708	WHB11393	WHB11395	WHB11392	MBT307	WHB11391	WHB11394	WHB11400	WHB11794	WHB11764	WHB11710	WHB11711	WHB11712	WHB11714	WHB11713	WHB11720	WHB11781	MBT305	WHB11759	MBT312	WHB11406	WHB11405	WHB11403	WHB11404	WHB11402	WHB11401	WHB11452	WHB11453	WHB11454	WHB11455	WHB11432	WHB11451	WHB11433	WHB11429	WHB11430	WHB11431	WHB11450	MBT512	WHB11754	WHB11755	MBT460	WHB11746	WHB11745	WHB11756	WHB11753	WHB11757	WHB11760	WHB11791	WHB11762	WHB11761	MBT474	MBT459	WHB11803	WHB11799	WHB11800	WHB11802	WHB11798	WHB11801	WHB11436	WHB11437	WHB11420	WHB11435	WHB11434	WHB11418	WHB11701	WHB11438	WHB11739	WHB11742	WHB11743	WHB11744	WHB11740	WHB11741	WHB11396	WHB11398	WHB11417	WHB11397	WHB11399	WHB11416	WHB11771	WHB11786	WHB11774	MBT310	WHB11773	WHB11769	WHB11772	MBT463	WHB11770	WHB11732	WHB11466	WHB11719	WHB11733	WHB11734	MBT304	WHB11731	WHB11464	WHB11787	WHB11789	WHB11685	MBT276	MBT278	MBT275	MBT274	MBT277	MBT279	MBT306	MBT475	MBT281	MBT526	MBT464	MBT283	MBT298	MBT300	MBT301	MBT302	MBT299	MBT303	WHB11792	MBT295	MBT293	MBT294	MBT292	MBT296	MBT297	MBT282	MBT285	MBT280	WHB11795	MBT284	WHB11718	WHB11717	WHB11703	WHB11716	WHB11702	MBT513	WHB11715	MBT425	MBT424	MBT422	MBT426	MBT421	MBT423	WHB11775	WHB11777	WHB11776	WHB11779	WHB11778	MBT521	WHB11780	WHB11748	WHB11699	WHB11750	MBT308	WHB11793	MBT309	WHB11797	WHB11796	WHB11785	MBT272	MBT273	MBT469	WHB11804	WHB11807	MBT517	MBT503	WHB11805	WHB11687	WHB11806	WHB11700	WHB11782	WHB11686	WHB11784	MBT502	MBT479	MBT484	MBT481	MBT480	MBT482	MBT483	MBT418	MBT419	MBT420	MBT415	MBT511	MBT416	MBT501	MBT523	MBT454	MBT417	MBT476	MBT289	MBT288	MBT287	MBT286	MBT291	MBT290	MBT515	WHB11766	MBT473	MBT490	MBT488	MBT489	MBT487	MBT486	MBT485	MBT461	WHB11767	MBT457	WHB11765	MBT527	MBT507	MBT498	MBT509	MBT508	MBT505	MBT506	MBT510	MBT414	MBT413	MBT311	MBT471	MBT496	MBT497	MBT494	MBT495	MBT492	MBT313	MBT458	MBT472	MBT500	MBT504	MBT427	MBT499	MBT455	MBT456	MBT522	MBT518	MBT519	WHB11763	MBT525	MBT524	MBT514	MBT516	WHB11752	MBT470	MBT468	MBT467	MBT465	MBT466	WHB11768	WHB11783
 s__Streptococcus parasanguinis	23.0	2.0	0	0	6.0	0	0	6.0	10.0	1.0	146.0	1.0	10.0	14.0	1.0	73.0	4.0	90.0	22.0	41.0	15.0	15.0	8.0	2.0	1.0	1.0	24.0	26.0	5.0	7.0	8.0	6.0	34.0	27.0	10.0	11.0	18.0	9.0	12.0	3.0	0	5.0	43.0	23.0	3.0	3.0	12.0	3.0	4.0	0	8.0	3.0	19.0	2.0	21.0	1.0	1.0	34.0	1.0	106.0	277.0	22.0	3.0	127.0	12.0	1.0	3.0	10.0	0	2.0	2.0	7.0	1.0	1.0	1.0	1.0	1.0	9.0	5.0	14.0	0	0	1.0	17.0	1.0	1.0	2.0	5.0	2.0	7.0	1.0	2.0	2.0	1.0	0	9.0	47.0	29.0	2.0	2.0	1.0	0	19.0	8.0	14.0	10.0	5.0	1.0	4.0	5.0	3.0	135.0	4.0	10.0	24.0	0	8.0	0	1.0	0	2.0	7.0	13.0	0	1.0	17.0	7.0	23.0	11.0	5.0	21.0	6.0	2.0	0	2.0	8.0	97.0	15.0	6.0	23.0	3.0	2.0	5.0	1.0	1.0	0	2.0	0	3.0	1.0	0	3.0	64.0	228.0	68.0	1.0	0	1.0	1.0	1.0	2.0	3.0	1.0	34.0	2.0	3.0	16.0	6.0	9.0	6.0	2.0	2.0	0	0	2.0	1.0	24.0	9.0	4.0	0	12.0	39.0	0	0	3.0	4.0	99.0	16.0	2.0	5.0	15.0	10.0	14.0	1.0	8.0	17.0	2.0	0	11.0	11.0	14.0	8.0	7.0	5.0	52.0	3.0	1.0	0	95.0	49.0	13.0	1.0	6.0	30.0	1.0	0	0	0	36.0	2.0	1.0	1.0	1.0	2.0	1.0	11.0	1.0	2.0	2.0	18.0	11.0	14.0	2.0	0	0	19.0	7.0	7.0	31.0	28.0	47.0	2.0	25.0	26.0	2.0	2.0	0	3.0	76.0	10.0	0	0	3.0	2.0	1.0	0	96.0	18.0	7.0	2.0	6.0	8.0	11.0	3.0	7.0	3.0	2.0	8.0	0	60.0	110.0	7.0	0	5.0	1.0	4.0	2.0	1.0	0	1.0	2.0	0	35.0	1.0	16.0	2.0	5.0	1.0	1.0	23.0	0	5.0	0	1.0	47.0	1.0	9.0	77.0	14.0	35.0	16.0	0	3.0	82.0	1.0	24.0	39.0	30.0	20.0	10.0	5.0	5.0	0	184.0	18.0	0	8.0	2.0	40.0	10.0	1.0	8.0	0	76.0	61.0	10.0	1.0	0	5.0	0	0	0	0	1.0	3.0
 s__Streptococcus parasuis	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	2.0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	3.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	1.0	0	0	0	2.0	0	0	3.0	1.0	0	0	1.0	0	0	2.0	1.0	0	0	0	1.0	2.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	3.0
 s__Streptococcus pasteurianus	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	7.0	1.0	1.0	0	2.0	0	0	0	3.0	1.0	0	3.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 s__Streptococcus periodonticum	0	0	0	0	2.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	6.0	2.0	3.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	2.0	2.0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	1.0	2.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0
 s__Streptococcus peroris	12.0	2.0	1.0	0	22.0	1.0	0	22.0	8.0	0	871.0	0	5.0	2.0	0	5.0	1.0	10.0	0	2.0	3.0	16.0	34.0	0	5.0	3.0	46.0	34.0	1.0	0	1.0	0	2.0	6.0	1.0	0	4.0	2.0	7.0	0	0	1.0	6.0	2.0	2.0	1.0	1.0	0	0	0	9.0	7.0	15.0	0	6.0	1.0	13.0	3.0	0	556.0	998.0	3.0	1.0	757.0	46.0	0	5.0	12.0	0	1.0	0	5.0	0	0	0	1.0	0	3.0	1.0	3.0	0	0	3.0	8.0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	0	0	21.0	14.0	1.0	0	0	0	14.0	2.0	1.0	1.0	3.0	0	1.0	2.0	3.0	126.0	0	7.0	8.0	1.0	6.0	0	0	0	0	8.0	4.0	1.0	0	8.0	10.0	11.0	10.0	4.0	2.0	3.0	0	2.0	0	11.0	18.0	1.0	1.0	11.0	1.0	0	2.0	0	0	0	2.0	0	1.0	0	0	2.0	3.0	21.0	6.0	0	0	1.0	0	0	3.0	1.0	0	14.0	0	1.0	7.0	2.0	3.0	2.0	3.0	2.0	0	0	0	0	0	7.0	0	0	2.0	9.0	0	7.0	16.0	1.0	11.0	37.0	1.0	1.0	4.0	1.0	4.0	0	10.0	0	7.0	1.0	5.0	4.0	4.0	0	1.0	4.0	21.0	0	0	0	69.0	21.0	6.0	1.0	2.0	88.0	0	0	1.0	0	1.0	2.0	0	1.0	0	0	0	3.0	0	0	0	2.0	0	28.0	0	0	0	0	0	5.0	13.0	6.0	6.0	1.0	2.0	4.0	0	0	1.0	0	250.0	0	0	0	10.0	0	0	0	237.0	9.0	2.0	3.0	1.0	7.0	1.0	3.0	8.0	1.0	0	0	0	179.0	32.0	4.0	1.0	1.0	3.0	13.0	1.0	1.0	0	0	0	0	17.0	5.0	16.0	0	4.0	1.0	5.0	3.0	0	2.0	0	0	26.0	0	11.0	588.0	19.0	21.0	4.0	1.0	3.0	60.0	0	41.0	139.0	72.0	80.0	6.0	1.0	2.0	0	605.0	66.0	0	7.0	3.0	23.0	18.0	1.0	11.0	0	26.0	13.0	1.0	0	0	1.0	2.0	0	0	0	0	0
 s__Streptococcus pluranimalium	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	4.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 s__Streptococcus pneumoniae	11.0	12.0	8.0	1.0	18.0	5.0	0	11.0	54.0	1.0	324.0	0	16.0	37.0	1.0	127.0	7.0	208.0	8.0	27.0	36.0	19.0	55.0	0	7.0	11.0	80.0	94.0	4.0	26.0	1.0	4.0	10.0	55.0	7.0	17.0	42.0	7.0	32.0	5.0	1.0	8.0	65.0	17.0	22.0	10.0	6.0	6.0	7.0	0	38.0	46.0	118.0	2.0	25.0	10.0	109.0	7.0	0	618.0	439.0	69.0	10.0	512.0	18.0	8.0	7.0	15.0	1.0	3.0	6.0	23.0	0	0	2.0	4.0	2.0	64.0	25.0	239.0	2.0	11.0	15.0	181.0	8.0	2.0	11.0	15.0	11.0	7.0	1.0	1.0	20.0	13.0	1.0	63.0	610.0	586.0	4.0	29.0	9.0	0	72.0	13.0	10.0	14.0	36.0	5.0	32.0	3.0	24.0	135.0	18.0	24.0	51.0	0	20.0	0	1.0	13.0	1.0	205.0	36.0	2.0	5.0	69.0	12.0	71.0	7.0	6.0	13.0	31.0	2.0	1.0	22.0	61.0	41.0	4.0	7.0	101.0	9.0	7.0	32.0	1.0	0	0	2.0	2.0	5.0	3.0	1.0	10.0	89.0	53.0	72.0	0	0	0	0	2.0	1.0	0	0	158.0	2.0	19.0	27.0	122.0	26.0	26.0	6.0	31.0	0	2.0	1.0	8.0	2.0	17.0	0	0	67.0	201.0	2.0	24.0	13.0	5.0	57.0	86.0	13.0	15.0	22.0	13.0	42.0	3.0	38.0	23.0	63.0	7.0	27.0	16.0	17.0	24.0	13.0	32.0	322.0	22.0	4.0	1.0	161.0	28.0	31.0	6.0	13.0	76.0	0	4.0	3.0	5.0	17.0	4.0	3.0	2.0	11.0	2.0	9.0	13.0	20.0	0	3.0	18.0	26.0	91.0	2.0	0	2.0	8.0	1.0	43.0	45.0	42.0	19.0	1.0	32.0	30.0	6.0	1.0	2.0	9.0	224.0	8.0	0	0	5.0	4.0	0	5.0	512.0	102.0	14.0	5.0	17.0	14.0	15.0	15.0	54.0	18.0	0	38.0	0	277.0	170.0	28.0	0	16.0	21.0	71.0	15.0	15.0	0	0	32.0	2.0	95.0	15.0	278.0	11.0	139.0	8.0	11.0	68.0	0	9.0	6.0	2.0	519.0	1.0	72.0	243.0	264.0	649.0	28.0	7.0	4.0	360.0	3.0	81.0	298.0	275.0	241.0	25.0	10.0	11.0	4.0	448.0	32.0	0	33.0	13.0	155.0	29.0	7.0	58.0	1.0	197.0	146.0	19.0	3.0	1.0	45.0	10.0	0	0	2.0	0	0
 s__Streptococcus pseudopneumoniae	9.0	13.0	7.0	2.0	20.0	12.0	4.0	16.0	55.0	0	462.0	5.0	25.0	36.0	2.0	143.0	7.0	219.0	10.0	20.0	34.0	32.0	94.0	2.0	8.0	19.0	120.0	135.0	8.0	24.0	8.0	3.0	12.0	51.0	16.0	22.0	45.0	3.0	21.0	5.0	0	6.0	65.0	29.0	30.0	25.0	8.0	11.0	7.0	1.0	43.0	55.0	150.0	6.0	34.0	2.0	141.0	14.0	1.0	852.0	634.0	108.0	14.0	768.0	21.0	5.0	13.0	20.0	0	2.0	9.0	32.0	6.0	1.0	2.0	2.0	1.0	87.0	27.0	300.0	0	11.0	11.0	233.0	8.0	2.0	20.0	8.0	17.0	5.0	0	8.0	24.0	7.0	0	68.0	787.0	783.0	7.0	28.0	2.0	1.0	79.0	22.0	18.0	17.0	46.0	1.0	45.0	3.0	46.0	225.0	22.0	30.0	65.0	1.0	28.0	2.0	2.0	17.0	1.0	327.0	62.0	0	1.0	46.0	18.0	90.0	9.0	8.0	13.0	25.0	2.0	1.0	23.0	48.0	58.0	8.0	14.0	121.0	5.0	1.0	31.0	2.0	1.0	0	2.0	2.0	4.0	0	0	5.0	123.0	73.0	93.0	2.0	2.0	2.0	10.0	2.0	0	0	1.0	230.0	4.0	23.0	46.0	157.0	32.0	38.0	14.0	43.0	0	2.0	1.0	5.0	1.0	20.0	1.0	1.0	95.0	238.0	2.0	33.0	21.0	11.0	54.0	126.0	9.0	10.0	26.0	12.0	34.0	6.0	18.0	32.0	69.0	12.0	34.0	17.0	21.0	44.0	19.0	48.0	387.0	23.0	6.0	3.0	226.0	36.0	33.0	14.0	15.0	76.0	1.0	1.0	4.0	6.0	24.0	2.0	3.0	12.0	16.0	0	10.0	11.0	31.0	0	4.0	23.0	33.0	108.0	4.0	2.0	1.0	7.0	2.0	57.0	70.0	46.0	36.0	1.0	26.0	38.0	11.0	2.0	0	9.0	258.0	9.0	0	6.0	5.0	6.0	2.0	5.0	562.0	111.0	17.0	7.0	20.0	12.0	23.0	23.0	81.0	31.0	1.0	33.0	3.0	299.0	189.0	51.0	0	9.0	15.0	76.0	22.0	21.0	0	1.0	26.0	3.0	91.0	14.0	348.0	15.0	166.0	7.0	11.0	56.0	0	11.0	4.0	6.0	656.0	1.0	100.0	301.0	310.0	751.0	31.0	5.0	11.0	461.0	6.0	99.0	383.0	339.0	330.0	29.0	11.0	14.0	0	500.0	42.0	0	53.0	21.0	198.0	36.0	6.0	54.0	0	255.0	175.0	27.0	8.0	1.0	87.0	7.0	0	3.0	0	3.0	1.0
 s__Streptococcus pseudoporcinus	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	8.0	0	0	1.0	0	2.0	0	0	1.0	0	2.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	1.0	11.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	3.0	1.0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	2.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	2.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
 s__Streptococcus pyogenes	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	4.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	74.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	12.0	15.0	2.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0
 s__Streptococcus rubneri	1.0	3.0	0	0	2.0	1.0	0	2.0	4.0	0	14.0	0	4.0	1.0	0	7.0	1.0	9.0	0	0	1.0	2.0	3.0	0	1.0	1.0	4.0	5.0	1.0	3.0	1.0	0	1.0	1.0	1.0	0	9.0	0	2.0	0	0	0	1.0	1.0	0	1.0	0	1.0	1.0	1.0	6.0	5.0	2.0	1.0	4.0	2.0	7.0	1.0	0	10.0	28.0	2.0	3.0	21.0	1.0	0	0	0	0	0	0	2.0	0	0	1.0	3.0	1.0	2.0	0	3.0	0	0	0	9.0	1.0	0	3.0	0	0	0	0	1.0	0	0	0	2.0	17.0	7.0	2.0	2.0	0	0	1.0	0	4.0	1.0	0	0	6.0	1.0	3.0	10.0	2.0	0	9.0	0	0	0	0	0	0	3.0	2.0	0	0	1.0	0	3.0	37.0	0	6.0	1.0	1.0	0	2.0	4.0	6.0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	2.0	7.0	22.0	8.0	0	0	1.0	0	0	0	0	1.0	8.0	0	2.0	1.0	6.0	0	1.0	1.0	0	1.0	0	0	1.0	1.0	4.0	0	0	3.0	6.0	1.0	0	0	0	2.0	2.0	0	2.0	5.0	0	2.0	0	0	4.0	2.0	0	0	0	0	4.0	4.0	0	9.0	1.0	1.0	1.0	15.0	11.0	5.0	1.0	1.0	3.0	0	2.0	0	0	3.0	0	0	0	0	0	0	0	2.0	0	0	1.0	1.0	2.0	0	0	0	2.0	5.0	1.0	4.0	4.0	3.0	0	2.0	1.0	0	0	0	0	11.0	5.0	0	0	0	3.0	0	0	10.0	8.0	1.0	1.0	2.0	1.0	1.0	3.0	2.0	1.0	0	3.0	0	7.0	11.0	0	0	0	1.0	0	0	1.0	0	0	1.0	0	16.0	0	6.0	0	4.0	0	0	2.0	0	1.0	0	0	9.0	0	0	11.0	3.0	10.0	1.0	0	0	8.0	1.0	10.0	9.0	12.0	3.0	4.0	0	1.0	0	18.0	78.0	0	3.0	0	11.0	2.0	1.0	2.0	0	12.0	6.0	1.0	0	0	2.0	0	0	0	0	0	0
 s__Streptococcus salivarius	77.0	5.0	6.0	1.0	26.0	4.0	2.0	31.0	37.0	0	178.0	1.0	18.0	18.0	3.0	205.0	10.0	244.0	67.0	78.0	39.0	21.0	42.0	0	1.0	6.0	34.0	57.0	23.0	23.0	26.0	8.0	102.0	42.0	7.0	8.0	107.0	13.0	11.0	3.0	0	21.0	155.0	82.0	25.0	4.0	20.0	11.0	11.0	1.0	17.0	3.0	17.0	5.0	39.0	0	2.0	6.0	0	105.0	334.0	28.0	16.0	155.0	18.0	3.0	13.0	16.0	1.0	2.0	4.0	6.0	13.0	0	6.0	1.0	1.0	33.0	19.0	44.0	3.0	0	4.0	13.0	2.0	3.0	3.0	4.0	3.0	6.0	2.0	5.0	11.0	1.0	2.0	1.0	10.0	12.0	11.0	44.0	1.0	1.0	41.0	18.0	15.0	24.0	10.0	6.0	10.0	13.0	9.0	102.0	18.0	16.0	71.0	1.0	20.0	0	1.0	9.0	0	13.0	24.0	3.0	1.0	60.0	8.0	28.0	70.0	5.0	103.0	14.0	4.0	0	2.0	8.0	139.0	29.0	9.0	3.0	1.0	1.0	5.0	0	3.0	1.0	3.0	2.0	3.0	1.0	2.0	7.0	36.0	164.0	101.0	5.0	5.0	0	2.0	2.0	2.0	1.0	1.0	113.0	5.0	7.0	32.0	31.0	59.0	28.0	24.0	24.0	1.0	1.0	1.0	1.0	18.0	28.0	3.0	3.0	37.0	86.0	0	5.0	3.0	11.0	119.0	13.0	2.0	13.0	10.0	2.0	40.0	1.0	3.0	9.0	13.0	3.0	9.0	6.0	19.0	9.0	6.0	2.0	77.0	5.0	2.0	0	71.0	27.0	12.0	2.0	0	56.0	0	2.0	0	0	66.0	0	1.0	7.0	5.0	14.0	2.0	36.0	6.0	2.0	3.0	17.0	25.0	30.0	2.0	0	2.0	27.0	18.0	7.0	52.0	77.0	88.0	2.0	36.0	33.0	10.0	2.0	1.0	2.0	108.0	16.0	0	4.0	67.0	3.0	1.0	0	140.0	69.0	11.0	2.0	16.0	19.0	19.0	12.0	18.0	7.0	1.0	23.0	0	113.0	307.0	12.0	0	2.0	3.0	21.0	6.0	14.0	0	1.0	3.0	0	14.0	2.0	21.0	3.0	23.0	3.0	10.0	30.0	0	2.0	0	3.0	99.0	0	21.0	401.0	58.0	133.0	32.0	1.0	13.0	125.0	4.0	26.0	77.0	43.0	32.0	8.0	3.0	26.0	0	292.0	24.0	5.0	9.0	17.0	106.0	21.0	8.0	22.0	0	169.0	164.0	17.0	10.0	1.0	10.0	8.0	0	0	0	0	1.0
